Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Norte;Acre;Masculino;18 a 21;AC-Condutor Moto/Caminhão;14
Norte;Acre;Masculino;18 a 21;AD-Condutor Moto/Ônibus;15
Norte;Acre;Masculino;18 a 21;AE-Condutor Moto/Carreta;1
Norte;Acre;Masculino;18 a 21;B-Condutor Carro;523
Norte;Acre;Masculino;18 a 21;C-Condutor Caminhão;1
Norte;Acre;Masculino;22 a 25;A-Condutor Moto;2318
Norte;Acre;Masculino;22 a 25;AB-Condutor Moto/Carro;11306
Norte;Acre;Masculino;22 a 25;AC-Condutor Moto/Caminhão;35
Norte;Acre;Masculino;22 a 25;AD-Condutor Moto/Ônibus;496
Norte;Acre;Masculino;22 a 25;AE-Condutor Moto/Carreta;56
Norte;Acre;Masculino;22 a 25;B-Condutor Carro;1127
Norte;Acre;Masculino;22 a 25;C-Condutor Caminhão;1
Norte;Acre;Masculino;22 a 25;D-Condutor Ônibus;11
Norte;Acre;Masculino;22 a 25;E-Condutor Carreta;1
Norte;Acre;Masculino;26 a 30;A-Condutor Moto;3453
Norte;Acre;Masculino;26 a 30;AB-Condutor Moto/Carro;15429
Norte;Acre;Masculino;26 a 30;AC-Condutor Moto/Caminhão;41
Norte;Acre;Masculino;26 a 30;AD-Condutor Moto/Ônibus;1439
Norte;Acre;Masculino;26 a 30;AE-Condutor Moto/Carreta;215
Norte;Acre;Masculino;26 a 30;B-Condutor Carro;1464
Norte;Acre;Masculino;26 a 30;C-Condutor Caminhão;3
Norte;Acre;Masculino;26 a 30;D-Condutor Ônibus;30
Norte;Acre;Masculino;26 a 30;E-Condutor Carreta;5
Norte;Acre;Masculino;31 a 40;A-Condutor Moto;5746
Norte;Acre;Masculino;31 a 40;AB-Condutor Moto/Carro;29571
Norte;Acre;Masculino;31 a 40;AC-Condutor Moto/Caminhão;185
Norte;Acre;Masculino;31 a 40;AD-Condutor Moto/Ônibus;6351
Norte;Acre;Masculino;31 a 40;AE-Condutor Moto/Carreta;1242
Norte;Acre;Masculino;31 a 40;B-Condutor Carro;3170
Norte;Acre;Masculino;31 a 40;C-Condutor Caminhão;15
Norte;Acre;Masculino;31 a 40;D-Condutor Ônibus;181
Norte;Acre;Masculino;31 a 40;E-Condutor Carreta;31
Norte;Acre;Masculino;41 a 50;A-Condutor Moto;3569
Norte;Acre;Masculino;41 a 50;AB-Condutor Moto/Carro;20734
Norte;Acre;Masculino;41 a 50;AC-Condutor Moto/Caminhão;886
Norte;Acre;Masculino;41 a 50;AD-Condutor Moto/Ônibus;5629
Norte;Acre;Masculino;41 a 50;AE-Condutor Moto/Carreta;1238
Norte;Acre;Masculino;41 a 50;B-Condutor Carro;3226
Norte;Acre;Masculino;41 a 50;C-Condutor Caminhão;129
Norte;Acre;Masculino;41 a 50;D-Condutor Ônibus;412
Norte;Acre;Masculino;41 a 50;E-Condutor Carreta;105
Norte;Acre;Masculino;41 a 50;X-Condutor Ciclomotor;2
Norte;Acre;Masculino;51 a 60;A-Condutor Moto;1718
Norte;Acre;Masculino;51 a 60;AB-Condutor Moto/Carro;10477
Norte;Acre;Masculino;51 a 60;AC-Condutor Moto/Caminhão;1860
Norte;Acre;Masculino;51 a 60;AD-Condutor Moto/Ônibus;2685
Norte;Acre;Masculino;51 a 60;AE-Condutor Moto/Carreta;680
Norte;Acre;Masculino;51 a 60;B-Condutor Carro;2929
Norte;Acre;Masculino;51 a 60;C-Condutor Caminhão;302
Norte;Acre;Masculino;51 a 60;D-Condutor Ônibus;450
Norte;Acre;Masculino;51 a 60;E-Condutor Carreta;120
Norte;Acre;Masculino;51 a 60;X-Condutor Ciclomotor;1
Norte;Acre;Masculino;61 a 70;A-Condutor Moto;525
Norte;Acre;Masculino;61 a 70;AB-Condutor Moto/Carro;4208
Norte;Acre;Masculino;61 a 70;AC-Condutor Moto/Caminhão;840
Norte;Acre;Masculino;61 a 70;AD-Condutor Moto/Ônibus;1357
Norte;Acre;Masculino;61 a 70;AE-Condutor Moto/Carreta;249
Norte;Acre;Masculino;61 a 70;B-Condutor Carro;3207
Norte;Acre;Masculino;61 a 70;C-Condutor Caminhão;478
Norte;Acre;Masculino;61 a 70;D-Condutor Ônibus;679
Norte;Acre;Masculino;61 a 70;E-Condutor Carreta;167
Norte;Acre;Masculino;71 a 80;A-Condutor Moto;129
Norte;Acre;Masculino;71 a 80;AB-Condutor Moto/Carro;1243
Norte;Acre;Masculino;71 a 80;AC-Condutor Moto/Caminhão;194
Norte;Acre;Masculino;71 a 80;AD-Condutor Moto/Ônibus;253
Norte;Acre;Masculino;71 a 80;AE-Condutor Moto/Carreta;32
Norte;Acre;Masculino;71 a 80;B-Condutor Carro;2075
Norte;Acre;Masculino;71 a 80;C-Condutor Caminhão;260
Norte;Acre;Masculino;71 a 80;D-Condutor Ônibus;297
Norte;Acre;Masculino;71 a 80;E-Condutor Carreta;51
Norte;Acre;Masculino;81 a 90;A-Condutor Moto;18
Norte;Acre;Masculino;81 a 90;AB-Condutor Moto/Carro;181
Norte;Acre;Masculino;81 a 90;AC-Condutor Moto/Caminhão;45
Norte;Acre;Masculino;81 a 90;AD-Condutor Moto/Ônibus;48
Norte;Acre;Masculino;81 a 90;AE-Condutor Moto/Carreta;2
Norte;Acre;Masculino;81 a 90;B-Condutor Carro;755
Norte;Acre;Masculino;81 a 90;C-Condutor Caminhão;97
Norte;Acre;Masculino;81 a 90;D-Condutor Ônibus;80
Norte;Acre;Masculino;81 a 90;E-Condutor Carreta;8
Norte;Acre;Masculino;91 a 100;A-Condutor Moto;5
Norte;Acre;Masculino;91 a 100;AB-Condutor Moto/Carro;13
Norte;Acre;Masculino;91 a 100;AC-Condutor Moto/Caminhão;14
Norte;Acre;Masculino;91 a 100;AD-Condutor Moto/Ônibus;8
Norte;Acre;Masculino;91 a 100;AE-Condutor Moto/Carreta;2
Norte;Acre;Masculino;91 a 100;B-Condutor Carro;194
Norte;Acre;Masculino;91 a 100;C-Condutor Caminhão;29
Norte;Acre;Masculino;91 a 100;D-Condutor Ônibus;13
Norte;Acre;Masculino;101 a 120;A-Condutor Moto;1
Norte;Acre;Masculino;101 a 120;B-Condutor Carro;18
Norte;Acre;Masculino;101 a 120;C-Condutor Caminhão;2
Norte;Acre;Feminino;18 a 21;A-Condutor Moto;401
Norte;Acre;Feminino;18 a 21;AB-Condutor Moto/Carro;2235
Norte;Acre;Feminino;18 a 21;B-Condutor Carro;685
Norte;Acre;Feminino;22 a 25;A-Condutor Moto;1540
Norte;Acre;Feminino;22 a 25;AB-Condutor Moto/Carro;5477
Norte;Acre;Feminino;22 a 25;AD-Condutor Moto/Ônibus;3
Norte;Acre;Feminino;22 a 25;B-Condutor Carro;1604
Norte;Acre;Feminino;26 a 30;A-Condutor Moto;3139
Norte;Acre;Feminino;26 a 30;AB-Condutor Moto/Carro;8472
Norte;Acre;Feminino;26 a 30;AC-Condutor Moto/Caminhão;4
Norte;Acre;Feminino;26 a 30;AD-Condutor Moto/Ônibus;45
Norte;Acre;Feminino;26 a 30;AE-Condutor Moto/Carreta;3
Norte;Acre;Feminino;26 a 30;B-Condutor Carro;2649
Norte;Acre;Feminino;26 a 30;D-Condutor Ônibus;1
Norte;Acre;Feminino;31 a 40;A-Condutor Moto;6695
Norte;Acre;Feminino;31 a 40;AB-Condutor Moto/Carro;17181
Norte;Acre;Feminino;31 a 40;AC-Condutor Moto/Caminhão;1
Norte;Acre;Feminino;31 a 40;AD-Condutor Moto/Ônibus;151
Norte;Acre;Feminino;31 a 40;AE-Condutor Moto/Carreta;15
Norte;Acre;Feminino;31 a 40;B-Condutor Carro;6251
Norte;Acre;Feminino;31 a 40;C-Condutor Caminhão;1
Norte;Acre;Feminino;31 a 40;D-Condutor Ônibus;22
Norte;Acre;Feminino;41 a 50;A-Condutor Moto;4083
Norte;Acre;Feminino;41 a 50;AB-Condutor Moto/Carro;9336
Norte;Acre;Feminino;41 a 50;AC-Condutor Moto/Caminhão;16
Norte;Acre;Feminino;41 a 50;AD-Condutor Moto/Ônibus;144
Norte;Acre;Feminino;41 a 50;AE-Condutor Moto/Carreta;16
Norte;Acre;Feminino;41 a 50;B-Condutor Carro;6424
Norte;Acre;Feminino;41 a 50;C-Condutor Caminhão;3
Norte;Acre;Feminino;41 a 50;D-Condutor Ônibus;37
Norte;Acre;Feminino;41 a 50;E-Condutor Carreta;1
Norte;Acre;Feminino;41 a 50;X-Condutor Ciclomotor;1
Norte;Acre;Feminino;51 a 60;A-Condutor Moto;1089
Norte;Acre;Feminino;51 a 60;AB-Condutor Moto/Carro;3432
Norte;Acre;Feminino;51 a 60;AC-Condutor Moto/Caminhão;25
Norte;Acre;Feminino;51 a 60;AD-Condutor Moto/Ônibus;38
Norte;Acre;Feminino;51 a 60;AE-Condutor Moto/Carreta;6
Norte;Acre;Feminino;51 a 60;B-Condutor Carro;4797
Norte;Acre;Feminino;51 a 60;C-Condutor Caminhão;7
Norte;Acre;Feminino;51 a 60;D-Condutor Ônibus;23
Norte;Acre;Feminino;51 a 60;E-Condutor Carreta;4
Norte;Acre;Feminino;51 a 60;X-Condutor Ciclomotor;1
Norte;Acre;Feminino;61 a 70;A-Condutor Moto;152
Norte;Acre;Feminino;61 a 70;AB-Condutor Moto/Carro;850
Norte;Acre;Feminino;61 a 70;AC-Condutor Moto/Caminhão;14
Norte;Acre;Feminino;61 a 70;AD-Condutor Moto/Ônibus;1
Norte;Acre;Feminino;61 a 70;B-Condutor Carro;2702
Norte;Acre;Feminino;61 a 70;C-Condutor Caminhão;12
Norte;Acre;Feminino;61 a 70;D-Condutor Ônibus;7
Norte;Acre;Feminino;61 a 70;E-Condutor Carreta;1
Norte;Acre;Feminino;61 a 70;X-Condutor Ciclomotor;1
Norte;Acre;Feminino;71 a 80;A-Condutor Moto;15
Norte;Acre;Feminino;71 a 80;AB-Condutor Moto/Carro;107
Norte;Acre;Feminino;71 a 80;AC-Condutor Moto/Caminhão;2
Norte;Acre;Feminino;71 a 80;B-Condutor Carro;820
Norte;Acre;Feminino;71 a 80;C-Condutor Caminhão;3
Norte;Acre;Feminino;71 a 80;D-Condutor Ônibus;1
Norte;Acre;Feminino;81 a 90;AB-Condutor Moto/Carro;13
Norte;Acre;Feminino;81 a 90;B-Condutor Carro;152
Norte;Acre;Feminino;81 a 90;D-Condutor Ônibus;1
Norte;Acre;Feminino;91 a 100;B-Condutor Carro;15
Norte;Amazonas;Masculino;18 a 21;A-Condutor Moto;609
Norte;Amazonas;Masculino;18 a 21;AB-Condutor Moto/Carro;5729
Norte;Amazonas;Masculino;18 a 21;AD-Condutor Moto/Ônibus;39
Norte;Amazonas;Masculino;18 a 21;B-Condutor Carro;4833
Norte;Amazonas;Masculino;18 a 21;C-Condutor Caminhão;1
Norte;Amazonas;Masculino;18 a 21;D-Condutor Ônibus;2
Norte;Amazonas;Masculino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Norte;Amazonas;Masculino;22 a 25;A-Condutor Moto;2864
Norte;Amazonas;Masculino;22 a 25;AB-Condutor Moto/Carro;15803
Norte;Amazonas;Masculino;22 a 25;AC-Condutor Moto/Caminhão;1
Norte;Amazonas;Masculino;22 a 25;AD-Condutor Moto/Ônibus;963
Norte;Amazonas;Masculino;22 a 25;AE-Condutor Moto/Carreta;65
Norte;Amazonas;Masculino;22 a 25;B-Condutor Carro;13400
Norte;Amazonas;Masculino;22 a 25;D-Condutor Ônibus;211
Norte;Amazonas;Masculino;22 a 25;E-Condutor Carreta;14
Norte;Amazonas;Masculino;26 a 30;A-Condutor Moto;5786
Norte;Amazonas;Masculino;26 a 30;AB-Condutor Moto/Carro;26777
Norte;Amazonas;Masculino;26 a 30;AC-Condutor Moto/Caminhão;11
Norte;Amazonas;Masculino;26 a 30;AD-Condutor Moto/Ônibus;3386
Norte;Amazonas;Masculino;26 a 30;AE-Condutor Moto/Carreta;552
Norte;Amazonas;Masculino;26 a 30;B-Condutor Carro;21105
Norte;Amazonas;Masculino;26 a 30;C-Condutor Caminhão;10
Norte;Amazonas;Masculino;26 a 30;D-Condutor Ônibus;993
Norte;Amazonas;Masculino;26 a 30;E-Condutor Carreta;123
Norte;Amazonas;Masculino;31 a 40;A-Condutor Moto;12557
Norte;Amazonas;Masculino;31 a 40;AB-Condutor Moto/Carro;56468
Norte;Amazonas;Masculino;31 a 40;AC-Condutor Moto/Caminhão;86
Norte;Amazonas;Masculino;31 a 40;AD-Condutor Moto/Ônibus;12950
Norte;Amazonas;Masculino;31 a 40;AE-Condutor Moto/Carreta;2958
Norte;Amazonas;Masculino;31 a 40;B-Condutor Carro;45885
Norte;Amazonas;Masculino;31 a 40;C-Condutor Caminhão;32
Norte;Amazonas;Masculino;31 a 40;D-Condutor Ônibus;4520
Norte;Amazonas;Masculino;31 a 40;E-Condutor Carreta;973
Norte;Amazonas;Masculino;41 a 50;A-Condutor Moto;8697
Norte;Amazonas;Masculino;41 a 50;AB-Condutor Moto/Carro;37556
Norte;Amazonas;Masculino;41 a 50;AC-Condutor Moto/Caminhão;746
Norte;Amazonas;Masculino;41 a 50;AD-Condutor Moto/Ônibus;11224
Norte;Amazonas;Masculino;41 a 50;AE-Condutor Moto/Carreta;2683
Norte;Amazonas;Masculino;41 a 50;B-Condutor Carro;44968
Norte;Amazonas;Masculino;41 a 50;C-Condutor Caminhão;680
Norte;Amazonas;Masculino;41 a 50;D-Condutor Ônibus;7396
Norte;Amazonas;Masculino;41 a 50;E-Condutor Carreta;1493
Norte;Amazonas;Masculino;51 a 60;A-Condutor Moto;3883
Norte;Amazonas;Masculino;51 a 60;AB-Condutor Moto/Carro;16042
Norte;Amazonas;Masculino;51 a 60;AC-Condutor Moto/Caminhão;1835
Norte;Amazonas;Masculino;51 a 60;AD-Condutor Moto/Ônibus;5142
Norte;Amazonas;Masculino;51 a 60;AE-Condutor Moto/Carreta;1193
Norte;Amazonas;Masculino;51 a 60;B-Condutor Carro;33905
Norte;Amazonas;Masculino;51 a 60;C-Condutor Caminhão;2707
Norte;Amazonas;Masculino;51 a 60;D-Condutor Ônibus;6950
Norte;Amazonas;Masculino;51 a 60;E-Condutor Carreta;1241
Norte;Amazonas;Masculino;61 a 70;A-Condutor Moto;1164
Norte;Amazonas;Masculino;61 a 70;AB-Condutor Moto/Carro;6333
Norte;Amazonas;Masculino;61 a 70;AC-Condutor Moto/Caminhão;1118
Norte;Amazonas;Masculino;61 a 70;AD-Condutor Moto/Ônibus;2308
Norte;Amazonas;Masculino;61 a 70;AE-Condutor Moto/Carreta;447
Norte;Amazonas;Masculino;61 a 70;B-Condutor Carro;22559
Norte;Amazonas;Masculino;61 a 70;C-Condutor Caminhão;2674
Norte;Amazonas;Masculino;61 a 70;D-Condutor Ônibus;5408
Norte;Amazonas;Masculino;61 a 70;E-Condutor Carreta;784
Norte;Amazonas;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;1
Norte;Amazonas;Masculino;71 a 80;A-Condutor Moto;224
Norte;Amazonas;Masculino;71 a 80;AB-Condutor Moto/Carro;2129
Norte;Amazonas;Masculino;71 a 80;AC-Condutor Moto/Caminhão;295
Norte;Amazonas;Masculino;71 a 80;AD-Condutor Moto/Ônibus;393
Norte;Amazonas;Masculino;71 a 80;AE-Condutor Moto/Carreta;58
Norte;Amazonas;Masculino;71 a 80;B-Condutor Carro;10784
Norte;Amazonas;Masculino;71 a 80;C-Condutor Caminhão;1380
Norte;Amazonas;Masculino;71 a 80;D-Condutor Ônibus;1609
Norte;Amazonas;Masculino;71 a 80;E-Condutor Carreta;173
Norte;Amazonas;Masculino;81 a 90;A-Condutor Moto;42
Norte;Amazonas;Masculino;81 a 90;AB-Condutor Moto/Carro;345
Norte;Amazonas;Masculino;81 a 90;AC-Condutor Moto/Caminhão;81
Norte;Amazonas;Masculino;81 a 90;AD-Condutor Moto/Ônibus;35
Norte;Amazonas;Masculino;81 a 90;AE-Condutor Moto/Carreta;2
Norte;Amazonas;Masculino;81 a 90;B-Condutor Carro;3532
Norte;Amazonas;Masculino;81 a 90;C-Condutor Caminhão;882
Norte;Amazonas;Masculino;81 a 90;D-Condutor Ônibus;309
Norte;Amazonas;Masculino;81 a 90;E-Condutor Carreta;17
Norte;Amazonas;Masculino;91 a 100;A-Condutor Moto;10
Norte;Amazonas;Masculino;91 a 100;AB-Condutor Moto/Carro;48
Norte;Amazonas;Masculino;91 a 100;AC-Condutor Moto/Caminhão;11
Norte;Amazonas;Masculino;91 a 100;AD-Condutor Moto/Ônibus;1
Norte;Amazonas;Masculino;91 a 100;B-Condutor Carro;871
Norte;Amazonas;Masculino;91 a 100;C-Condutor Caminhão;243
Norte;Amazonas;Masculino;91 a 100;D-Condutor Ônibus;16
Norte;Amazonas;Masculino;91 a 100;E-Condutor Carreta;1
Norte;Amazonas;Masculino;101 a 120;A-Condutor Moto;1
Norte;Amazonas;Masculino;101 a 120;AB-Condutor Moto/Carro;1
Norte;Amazonas;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Norte;Amazonas;Masculino;101 a 120;B-Condutor Carro;68
Norte;Amazonas;Masculino;101 a 120;C-Condutor Caminhão;12
Norte;Amazonas;Masculino;101 a 120;D-Condutor Ônibus;1
Norte;Amazonas;Feminino;18 a 21;A-Condutor Moto;95
Norte;Amazonas;Feminino;18 a 21;AB-Condutor Moto/Carro;1143
Norte;Amazonas;Feminino;18 a 21;AD-Condutor Moto/Ônibus;1
Norte;Amazonas;Feminino;18 a 21;B-Condutor Carro;3827
Norte;Amazonas;Feminino;22 a 25;A-Condutor Moto;527
Norte;Amazonas;Feminino;22 a 25;AB-Condutor Moto/Carro;3665
Norte;Amazonas;Feminino;22 a 25;AD-Condutor Moto/Ônibus;13
Norte;Amazonas;Feminino;22 a 25;B-Condutor Carro;11463
Norte;Amazonas;Feminino;22 a 25;D-Condutor Ônibus;2
Norte;Amazonas;Feminino;26 a 30;A-Condutor Moto;1239
Norte;Amazonas;Feminino;26 a 30;AB-Condutor Moto/Carro;6920
Norte;Amazonas;Feminino;26 a 30;AD-Condutor Moto/Ônibus;94
Norte;Amazonas;Feminino;26 a 30;AE-Condutor Moto/Carreta;4
Norte;Amazonas;Feminino;26 a 30;B-Condutor Carro;20778
Norte;Amazonas;Feminino;26 a 30;D-Condutor Ônibus;60
Norte;Amazonas;Feminino;26 a 30;E-Condutor Carreta;3
Norte;Amazonas;Feminino;31 a 40;A-Condutor Moto;3327
Norte;Amazonas;Feminino;31 a 40;AB-Condutor Moto/Carro;15169
Norte;Amazonas;Feminino;31 a 40;AC-Condutor Moto/Caminhão;1
Norte;Amazonas;Feminino;31 a 40;AD-Condutor Moto/Ônibus;421
Norte;Amazonas;Feminino;31 a 40;AE-Condutor Moto/Carreta;39
Norte;Amazonas;Feminino;31 a 40;B-Condutor Carro;51710
Norte;Amazonas;Feminino;31 a 40;C-Condutor Caminhão;4
Norte;Amazonas;Feminino;31 a 40;D-Condutor Ônibus;313
Norte;Amazonas;Feminino;31 a 40;E-Condutor Carreta;13
Norte;Amazonas;Feminino;41 a 50;A-Condutor Moto;2325
Norte;Amazonas;Feminino;41 a 50;AB-Condutor Moto/Carro;7700
Norte;Amazonas;Feminino;41 a 50;AC-Condutor Moto/Caminhão;12
Norte;Amazonas;Feminino;41 a 50;AD-Condutor Moto/Ônibus;362
Norte;Amazonas;Feminino;41 a 50;AE-Condutor Moto/Carreta;49
Norte;Amazonas;Feminino;41 a 50;B-Condutor Carro;42091
Norte;Amazonas;Feminino;41 a 50;C-Condutor Caminhão;16
Norte;Amazonas;Feminino;41 a 50;D-Condutor Ônibus;461
Norte;Amazonas;Feminino;41 a 50;E-Condutor Carreta;15
Norte;Amazonas;Feminino;51 a 60;A-Condutor Moto;994
Norte;Amazonas;Feminino;51 a 60;AB-Condutor Moto/Carro;2315
Norte;Amazonas;Feminino;51 a 60;AC-Condutor Moto/Caminhão;29
Norte;Amazonas;Feminino;51 a 60;AD-Condutor Moto/Ônibus;109
Norte;Amazonas;Feminino;51 a 60;AE-Condutor Moto/Carreta;12
Norte;Amazonas;Feminino;51 a 60;B-Condutor Carro;23934
Norte;Amazonas;Feminino;51 a 60;C-Condutor Caminhão;46
Norte;Amazonas;Feminino;51 a 60;D-Condutor Ônibus;254
Norte;Amazonas;Feminino;51 a 60;E-Condutor Carreta;12
Norte;Amazonas;Feminino;61 a 70;A-Condutor Moto;296
Norte;Amazonas;Feminino;61 a 70;AB-Condutor Moto/Carro;662
Norte;Amazonas;Feminino;61 a 70;AC-Condutor Moto/Caminhão;13
Norte;Amazonas;Feminino;61 a 70;AD-Condutor Moto/Ônibus;22
Norte;Amazonas;Feminino;61 a 70;AE-Condutor Moto/Carreta;2
Norte;Amazonas;Feminino;61 a 70;B-Condutor Carro;12519
Norte;Amazonas;Feminino;61 a 70;C-Condutor Caminhão;28
Norte;Amazonas;Feminino;61 a 70;D-Condutor Ônibus;88
Norte;Amazonas;Feminino;61 a 70;E-Condutor Carreta;4
Norte;Amazonas;Feminino;71 a 80;A-Condutor Moto;44
Norte;Amazonas;Feminino;71 a 80;AB-Condutor Moto/Carro;109
Norte;Amazonas;Feminino;71 a 80;AC-Condutor Moto/Caminhão;3
Norte;Amazonas;Feminino;71 a 80;AD-Condutor Moto/Ônibus;3
Norte;Amazonas;Feminino;71 a 80;B-Condutor Carro;4468
Norte;Amazonas;Feminino;71 a 80;C-Condutor Caminhão;8
Norte;Amazonas;Feminino;71 a 80;D-Condutor Ônibus;9
Norte;Amazonas;Feminino;81 a 90;A-Condutor Moto;2
Norte;Amazonas;Feminino;81 a 90;AB-Condutor Moto/Carro;9
Norte;Amazonas;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Norte;Amazonas;Feminino;81 a 90;B-Condutor Carro;900
Norte;Amazonas;Feminino;81 a 90;C-Condutor Caminhão;2
Norte;Amazonas;Feminino;81 a 90;D-Condutor Ônibus;1
Norte;Amazonas;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Norte;Amazonas;Feminino;91 a 100;B-Condutor Carro;129
Norte;Amazonas;Feminino;101 a 120;B-Condutor Carro;3
Norte;Amapá;Masculino;18 a 21;A-Condutor Moto;49
Norte;Amapá;Masculino;18 a 21;AB-Condutor Moto/Carro;530
Norte;Amapá;Masculino;18 a 21;B-Condutor Carro;509
Norte;Amapá;Masculino;18 a 21;D-Condutor Ônibus;1
Norte;Amapá;Masculino;22 a 25;A-Condutor Moto;622
Norte;Amapá;Masculino;22 a 25;AB-Condutor Moto/Carro;2981
Norte;Amapá;Masculino;22 a 25;AD-Condutor Moto/Ônibus;90
Norte;Amapá;Masculino;22 a 25;AE-Condutor Moto/Carreta;1
Norte;Amapá;Masculino;22 a 25;B-Condutor Carro;2331
Norte;Amapá;Masculino;22 a 25;D-Condutor Ônibus;24
Norte;Amapá;Masculino;26 a 30;A-Condutor Moto;1759
Norte;Amapá;Masculino;26 a 30;AB-Condutor Moto/Carro;5892
Norte;Amapá;Masculino;26 a 30;AC-Condutor Moto/Caminhão;2
Norte;Amapá;Masculino;26 a 30;AD-Condutor Moto/Ônibus;531
Norte;Amapá;Masculino;26 a 30;AE-Condutor Moto/Carreta;50
Norte;Amapá;Masculino;26 a 30;B-Condutor Carro;4418
Norte;Amapá;Masculino;26 a 30;D-Condutor Ônibus;191
Norte;Amapá;Masculino;26 a 30;E-Condutor Carreta;16
Norte;Amapá;Masculino;31 a 40;A-Condutor Moto;4326
Norte;Amapá;Masculino;31 a 40;AB-Condutor Moto/Carro;15645
Norte;Amapá;Masculino;31 a 40;AC-Condutor Moto/Caminhão;58
Norte;Amapá;Masculino;31 a 40;AD-Condutor Moto/Ônibus;3396
Norte;Amapá;Masculino;31 a 40;AE-Condutor Moto/Carreta;617
Norte;Amapá;Masculino;31 a 40;B-Condutor Carro;7856
Norte;Amapá;Masculino;31 a 40;C-Condutor Caminhão;12
Norte;Amapá;Masculino;31 a 40;D-Condutor Ônibus;835
Norte;Amapá;Masculino;31 a 40;E-Condutor Carreta;60
Norte;Amapá;Masculino;41 a 50;A-Condutor Moto;2317
Norte;Amapá;Masculino;41 a 50;AB-Condutor Moto/Carro;11889
Norte;Amapá;Masculino;41 a 50;AC-Condutor Moto/Caminhão;626
Norte;Amapá;Masculino;41 a 50;AD-Condutor Moto/Ônibus;3905
Norte;Amapá;Masculino;41 a 50;AE-Condutor Moto/Carreta;882
Norte;Amapá;Masculino;41 a 50;B-Condutor Carro;7090
Norte;Amapá;Masculino;41 a 50;C-Condutor Caminhão;240
Norte;Amapá;Masculino;41 a 50;D-Condutor Ônibus;1098
Norte;Amapá;Masculino;41 a 50;E-Condutor Carreta;146
Norte;Amapá;Masculino;51 a 60;A-Condutor Moto;862
Norte;Amapá;Masculino;51 a 60;AB-Condutor Moto/Carro;5665
Norte;Amapá;Masculino;51 a 60;AC-Condutor Moto/Caminhão;661
Norte;Amapá;Masculino;51 a 60;AD-Condutor Moto/Ônibus;2776
Norte;Amapá;Masculino;51 a 60;AE-Condutor Moto/Carreta;554
Norte;Amapá;Masculino;51 a 60;B-Condutor Carro;5143
Norte;Amapá;Masculino;51 a 60;C-Condutor Caminhão;586
Norte;Amapá;Masculino;51 a 60;D-Condutor Ônibus;1566
Norte;Amapá;Masculino;51 a 60;E-Condutor Carreta;260
Norte;Amapá;Masculino;61 a 70;A-Condutor Moto;233
Norte;Amapá;Masculino;61 a 70;AB-Condutor Moto/Carro;1954
Norte;Amapá;Masculino;61 a 70;AC-Condutor Moto/Caminhão;343
Norte;Amapá;Masculino;61 a 70;AD-Condutor Moto/Ônibus;1082
Norte;Amapá;Masculino;61 a 70;AE-Condutor Moto/Carreta;329
Norte;Amapá;Masculino;61 a 70;B-Condutor Carro;3653
Norte;Amapá;Masculino;61 a 70;C-Condutor Caminhão;626
Norte;Amapá;Masculino;61 a 70;D-Condutor Ônibus;1453
Norte;Amapá;Masculino;61 a 70;E-Condutor Carreta;281
Norte;Amapá;Masculino;71 a 80;A-Condutor Moto;38
Norte;Amapá;Masculino;71 a 80;AB-Condutor Moto/Carro;503
Norte;Amapá;Masculino;71 a 80;AC-Condutor Moto/Caminhão;89
Norte;Amapá;Masculino;71 a 80;AD-Condutor Moto/Ônibus;197
Norte;Amapá;Masculino;71 a 80;AE-Condutor Moto/Carreta;32
Norte;Amapá;Masculino;71 a 80;B-Condutor Carro;1829
Norte;Amapá;Masculino;71 a 80;C-Condutor Caminhão;315
Norte;Amapá;Masculino;71 a 80;D-Condutor Ônibus;448
Norte;Amapá;Masculino;71 a 80;E-Condutor Carreta;49
Norte;Amapá;Masculino;81 a 90;A-Condutor Moto;3
Norte;Amapá;Masculino;81 a 90;AB-Condutor Moto/Carro;69
Norte;Amapá;Masculino;81 a 90;AC-Condutor Moto/Caminhão;16
Norte;Amapá;Masculino;81 a 90;AD-Condutor Moto/Ônibus;33
Norte;Amapá;Masculino;81 a 90;AE-Condutor Moto/Carreta;3
Norte;Amapá;Masculino;81 a 90;B-Condutor Carro;530
Norte;Amapá;Masculino;81 a 90;C-Condutor Caminhão;196
Norte;Amapá;Masculino;81 a 90;D-Condutor Ônibus;143
Norte;Amapá;Masculino;81 a 90;E-Condutor Carreta;18
Norte;Amapá;Masculino;91 a 100;AB-Condutor Moto/Carro;7
Norte;Amapá;Masculino;91 a 100;AC-Condutor Moto/Caminhão;5
Norte;Amapá;Masculino;91 a 100;AD-Condutor Moto/Ônibus;2
Norte;Amapá;Masculino;91 a 100;B-Condutor Carro;76
Norte;Amapá;Masculino;91 a 100;C-Condutor Caminhão;39
Norte;Amapá;Masculino;91 a 100;D-Condutor Ônibus;12
Norte;Amapá;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
