Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Norte;Amapá;Masculino;101 a 120;B-Condutor Carro;5
Norte;Amapá;Masculino;101 a 120;C-Condutor Caminhão;3
Norte;Amapá;Feminino;18 a 21;A-Condutor Moto;7
Norte;Amapá;Feminino;18 a 21;AB-Condutor Moto/Carro;91
Norte;Amapá;Feminino;18 a 21;B-Condutor Carro;295
Norte;Amapá;Feminino;22 a 25;A-Condutor Moto;140
Norte;Amapá;Feminino;22 a 25;AB-Condutor Moto/Carro;567
Norte;Amapá;Feminino;22 a 25;AD-Condutor Moto/Ônibus;3
Norte;Amapá;Feminino;22 a 25;B-Condutor Carro;1676
Norte;Amapá;Feminino;22 a 25;D-Condutor Ônibus;1
Norte;Amapá;Feminino;26 a 30;A-Condutor Moto;482
Norte;Amapá;Feminino;26 a 30;AB-Condutor Moto/Carro;1557
Norte;Amapá;Feminino;26 a 30;AD-Condutor Moto/Ônibus;7
Norte;Amapá;Feminino;26 a 30;B-Condutor Carro;3596
Norte;Amapá;Feminino;26 a 30;D-Condutor Ônibus;4
Norte;Amapá;Feminino;31 a 40;A-Condutor Moto;1546
Norte;Amapá;Feminino;31 a 40;AB-Condutor Moto/Carro;5162
Norte;Amapá;Feminino;31 a 40;AD-Condutor Moto/Ônibus;72
Norte;Amapá;Feminino;31 a 40;AE-Condutor Moto/Carreta;5
Norte;Amapá;Feminino;31 a 40;B-Condutor Carro;9611
Norte;Amapá;Feminino;31 a 40;D-Condutor Ônibus;23
Norte;Amapá;Feminino;31 a 40;E-Condutor Carreta;1
Norte;Amapá;Feminino;41 a 50;A-Condutor Moto;988
Norte;Amapá;Feminino;41 a 50;AB-Condutor Moto/Carro;3917
Norte;Amapá;Feminino;41 a 50;AC-Condutor Moto/Caminhão;42
Norte;Amapá;Feminino;41 a 50;AD-Condutor Moto/Ônibus;88
Norte;Amapá;Feminino;41 a 50;AE-Condutor Moto/Carreta;9
Norte;Amapá;Feminino;41 a 50;B-Condutor Carro;8654
Norte;Amapá;Feminino;41 a 50;C-Condutor Caminhão;11
Norte;Amapá;Feminino;41 a 50;D-Condutor Ônibus;39
Norte;Amapá;Feminino;41 a 50;E-Condutor Carreta;1
Norte;Amapá;Feminino;51 a 60;A-Condutor Moto;263
Norte;Amapá;Feminino;51 a 60;AB-Condutor Moto/Carro;1561
Norte;Amapá;Feminino;51 a 60;AC-Condutor Moto/Caminhão;38
Norte;Amapá;Feminino;51 a 60;AD-Condutor Moto/Ônibus;68
Norte;Amapá;Feminino;51 a 60;AE-Condutor Moto/Carreta;4
Norte;Amapá;Feminino;51 a 60;B-Condutor Carro;5398
Norte;Amapá;Feminino;51 a 60;C-Condutor Caminhão;27
Norte;Amapá;Feminino;51 a 60;D-Condutor Ônibus;28
Norte;Amapá;Feminino;61 a 70;A-Condutor Moto;43
Norte;Amapá;Feminino;61 a 70;AB-Condutor Moto/Carro;377
Norte;Amapá;Feminino;61 a 70;AC-Condutor Moto/Caminhão;14
Norte;Amapá;Feminino;61 a 70;AD-Condutor Moto/Ônibus;11
Norte;Amapá;Feminino;61 a 70;B-Condutor Carro;2624
Norte;Amapá;Feminino;61 a 70;C-Condutor Caminhão;17
Norte;Amapá;Feminino;61 a 70;D-Condutor Ônibus;17
Norte;Amapá;Feminino;71 a 80;A-Condutor Moto;4
Norte;Amapá;Feminino;71 a 80;AB-Condutor Moto/Carro;41
Norte;Amapá;Feminino;71 a 80;AC-Condutor Moto/Caminhão;2
Norte;Amapá;Feminino;71 a 80;AD-Condutor Moto/Ônibus;2
Norte;Amapá;Feminino;71 a 80;B-Condutor Carro;758
Norte;Amapá;Feminino;71 a 80;C-Condutor Caminhão;3
Norte;Amapá;Feminino;71 a 80;D-Condutor Ônibus;5
Norte;Amapá;Feminino;81 a 90;AB-Condutor Moto/Carro;3
Norte;Amapá;Feminino;81 a 90;B-Condutor Carro;111
Norte;Amapá;Feminino;81 a 90;C-Condutor Caminhão;2
Norte;Amapá;Feminino;91 a 100;B-Condutor Carro;4
Norte;Pará;Masculino;18 a 21;A-Condutor Moto;241
Norte;Pará;Masculino;18 a 21;AB-Condutor Moto/Carro;14267
Norte;Pará;Masculino;18 a 21;AC-Condutor Moto/Caminhão;26
Norte;Pará;Masculino;18 a 21;AD-Condutor Moto/Ônibus;55
Norte;Pará;Masculino;18 a 21;AE-Condutor Moto/Carreta;1
Norte;Pará;Masculino;18 a 21;B-Condutor Carro;2232
Norte;Pará;Masculino;18 a 21;C-Condutor Caminhão;2
Norte;Pará;Masculino;18 a 21;D-Condutor Ônibus;1
Norte;Pará;Masculino;22 a 25;A-Condutor Moto;1445
Norte;Pará;Masculino;22 a 25;AB-Condutor Moto/Carro;46670
Norte;Pará;Masculino;22 a 25;AC-Condutor Moto/Caminhão;145
Norte;Pará;Masculino;22 a 25;AD-Condutor Moto/Ônibus;3850
Norte;Pará;Masculino;22 a 25;AE-Condutor Moto/Carreta;245
Norte;Pará;Masculino;22 a 25;B-Condutor Carro;6814
Norte;Pará;Masculino;22 a 25;C-Condutor Caminhão;3
Norte;Pará;Masculino;22 a 25;D-Condutor Ônibus;68
Norte;Pará;Masculino;22 a 25;E-Condutor Carreta;8
Norte;Pará;Masculino;26 a 30;A-Condutor Moto;2894
Norte;Pará;Masculino;26 a 30;AB-Condutor Moto/Carro;85890
Norte;Pará;Masculino;26 a 30;AC-Condutor Moto/Caminhão;380
Norte;Pará;Masculino;26 a 30;AD-Condutor Moto/Ônibus;15740
Norte;Pará;Masculino;26 a 30;AE-Condutor Moto/Carreta;2416
Norte;Pará;Masculino;26 a 30;B-Condutor Carro;11900
Norte;Pará;Masculino;26 a 30;C-Condutor Caminhão;12
Norte;Pará;Masculino;26 a 30;D-Condutor Ônibus;249
Norte;Pará;Masculino;26 a 30;E-Condutor Carreta;31
Norte;Pará;Masculino;31 a 40;A-Condutor Moto;7577
Norte;Pará;Masculino;31 a 40;AB-Condutor Moto/Carro;183647
Norte;Pará;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1130
Norte;Pará;Masculino;31 a 40;AD-Condutor Moto/Ônibus;58422
Norte;Pará;Masculino;31 a 40;AE-Condutor Moto/Carreta;14852
Norte;Pará;Masculino;31 a 40;B-Condutor Carro;32163
Norte;Pará;Masculino;31 a 40;C-Condutor Caminhão;104
Norte;Pará;Masculino;31 a 40;D-Condutor Ônibus;3094
Norte;Pará;Masculino;31 a 40;E-Condutor Carreta;656
Norte;Pará;Masculino;41 a 50;A-Condutor Moto;7177
Norte;Pará;Masculino;41 a 50;AB-Condutor Moto/Carro;128049
Norte;Pará;Masculino;41 a 50;AC-Condutor Moto/Caminhão;3629
Norte;Pará;Masculino;41 a 50;AD-Condutor Moto/Ônibus;44916
Norte;Pará;Masculino;41 a 50;AE-Condutor Moto/Carreta;13658
Norte;Pará;Masculino;41 a 50;B-Condutor Carro;40292
Norte;Pará;Masculino;41 a 50;C-Condutor Caminhão;1213
Norte;Pará;Masculino;41 a 50;D-Condutor Ônibus;8539
Norte;Pará;Masculino;41 a 50;E-Condutor Carreta;2275
Norte;Pará;Masculino;51 a 60;A-Condutor Moto;4741
Norte;Pará;Masculino;51 a 60;AB-Condutor Moto/Carro;63231
Norte;Pará;Masculino;51 a 60;AC-Condutor Moto/Caminhão;5940
Norte;Pará;Masculino;51 a 60;AD-Condutor Moto/Ônibus;20893
Norte;Pará;Masculino;51 a 60;AE-Condutor Moto/Carreta;6328
Norte;Pará;Masculino;51 a 60;B-Condutor Carro;38562
Norte;Pará;Masculino;51 a 60;C-Condutor Caminhão;3702
Norte;Pará;Masculino;51 a 60;D-Condutor Ônibus;10838
Norte;Pará;Masculino;51 a 60;E-Condutor Carreta;2593
Norte;Pará;Masculino;61 a 70;A-Condutor Moto;2110
Norte;Pará;Masculino;61 a 70;AB-Condutor Moto/Carro;24514
Norte;Pará;Masculino;61 a 70;AC-Condutor Moto/Caminhão;3155
Norte;Pará;Masculino;61 a 70;AD-Condutor Moto/Ônibus;7055
Norte;Pará;Masculino;61 a 70;AE-Condutor Moto/Carreta;2112
Norte;Pará;Masculino;61 a 70;B-Condutor Carro;37442
Norte;Pará;Masculino;61 a 70;C-Condutor Caminhão;5013
Norte;Pará;Masculino;61 a 70;D-Condutor Ônibus;9833
Norte;Pará;Masculino;61 a 70;E-Condutor Carreta;2160
Norte;Pará;Masculino;71 a 80;A-Condutor Moto;620
Norte;Pará;Masculino;71 a 80;AB-Condutor Moto/Carro;6503
Norte;Pará;Masculino;71 a 80;AC-Condutor Moto/Caminhão;623
Norte;Pará;Masculino;71 a 80;AD-Condutor Moto/Ônibus;989
Norte;Pará;Masculino;71 a 80;AE-Condutor Moto/Carreta;193
Norte;Pará;Masculino;71 a 80;B-Condutor Carro;23514
Norte;Pará;Masculino;71 a 80;C-Condutor Caminhão;2390
Norte;Pará;Masculino;71 a 80;D-Condutor Ônibus;3704
Norte;Pará;Masculino;71 a 80;E-Condutor Carreta;453
Norte;Pará;Masculino;81 a 90;A-Condutor Moto;124
Norte;Pará;Masculino;81 a 90;AB-Condutor Moto/Carro;1096
Norte;Pará;Masculino;81 a 90;AC-Condutor Moto/Caminhão;81
Norte;Pará;Masculino;81 a 90;AD-Condutor Moto/Ônibus;140
Norte;Pará;Masculino;81 a 90;AE-Condutor Moto/Carreta;4
Norte;Pará;Masculino;81 a 90;B-Condutor Carro;10079
Norte;Pará;Masculino;81 a 90;C-Condutor Caminhão;624
Norte;Pará;Masculino;81 a 90;D-Condutor Ônibus;1297
Norte;Pará;Masculino;81 a 90;E-Condutor Carreta;81
Norte;Pará;Masculino;91 a 100;A-Condutor Moto;17
Norte;Pará;Masculino;91 a 100;AB-Condutor Moto/Carro;143
Norte;Pará;Masculino;91 a 100;AC-Condutor Moto/Caminhão;3
Norte;Pará;Masculino;91 a 100;AD-Condutor Moto/Ônibus;10
Norte;Pará;Masculino;91 a 100;B-Condutor Carro;2857
Norte;Pará;Masculino;91 a 100;C-Condutor Caminhão;53
Norte;Pará;Masculino;91 a 100;D-Condutor Ônibus;112
Norte;Pará;Masculino;91 a 100;E-Condutor Carreta;7
Norte;Pará;Masculino;101 a 120;AB-Condutor Moto/Carro;2
Norte;Pará;Masculino;101 a 120;B-Condutor Carro;239
Norte;Pará;Feminino;18 a 21;A-Condutor Moto;52
Norte;Pará;Feminino;18 a 21;AB-Condutor Moto/Carro;3795
Norte;Pará;Feminino;18 a 21;AC-Condutor Moto/Caminhão;1
Norte;Pará;Feminino;18 a 21;AE-Condutor Moto/Carreta;1
Norte;Pará;Feminino;18 a 21;B-Condutor Carro;2031
Norte;Pará;Feminino;18 a 21;E-Condutor Carreta;1
Norte;Pará;Feminino;22 a 25;A-Condutor Moto;435
Norte;Pará;Feminino;22 a 25;AB-Condutor Moto/Carro;15688
Norte;Pará;Feminino;22 a 25;AC-Condutor Moto/Caminhão;9
Norte;Pará;Feminino;22 a 25;AD-Condutor Moto/Ônibus;124
Norte;Pará;Feminino;22 a 25;AE-Condutor Moto/Carreta;6
Norte;Pará;Feminino;22 a 25;B-Condutor Carro;7010
Norte;Pará;Feminino;22 a 25;D-Condutor Ônibus;5
Norte;Pará;Feminino;26 a 30;A-Condutor Moto;963
Norte;Pará;Feminino;26 a 30;AB-Condutor Moto/Carro;35185
Norte;Pará;Feminino;26 a 30;AC-Condutor Moto/Caminhão;18
Norte;Pará;Feminino;26 a 30;AD-Condutor Moto/Ônibus;624
Norte;Pará;Feminino;26 a 30;AE-Condutor Moto/Carreta;55
Norte;Pará;Feminino;26 a 30;B-Condutor Carro;14502
Norte;Pará;Feminino;26 a 30;C-Condutor Caminhão;2
Norte;Pará;Feminino;26 a 30;D-Condutor Ônibus;22
Norte;Pará;Feminino;26 a 30;E-Condutor Carreta;1
Norte;Pará;Feminino;31 a 40;A-Condutor Moto;3032
Norte;Pará;Feminino;31 a 40;AB-Condutor Moto/Carro;87093
Norte;Pará;Feminino;31 a 40;AC-Condutor Moto/Caminhão;52
Norte;Pará;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2774
Norte;Pará;Feminino;31 a 40;AE-Condutor Moto/Carreta;422
Norte;Pará;Feminino;31 a 40;B-Condutor Carro;45192
Norte;Pará;Feminino;31 a 40;C-Condutor Caminhão;4
Norte;Pará;Feminino;31 a 40;D-Condutor Ônibus;216
Norte;Pará;Feminino;31 a 40;E-Condutor Carreta;14
Norte;Pará;Feminino;41 a 50;A-Condutor Moto;2517
Norte;Pará;Feminino;41 a 50;AB-Condutor Moto/Carro;53778
Norte;Pará;Feminino;41 a 50;AC-Condutor Moto/Caminhão;121
Norte;Pará;Feminino;41 a 50;AD-Condutor Moto/Ônibus;2059
Norte;Pará;Feminino;41 a 50;AE-Condutor Moto/Carreta;435
Norte;Pará;Feminino;41 a 50;B-Condutor Carro;47388
Norte;Pará;Feminino;41 a 50;C-Condutor Caminhão;58
Norte;Pará;Feminino;41 a 50;D-Condutor Ônibus;504
Norte;Pará;Feminino;41 a 50;E-Condutor Carreta;66
Norte;Pará;Feminino;51 a 60;A-Condutor Moto;1365
Norte;Pará;Feminino;51 a 60;AB-Condutor Moto/Carro;18842
Norte;Pará;Feminino;51 a 60;AC-Condutor Moto/Caminhão;144
Norte;Pará;Feminino;51 a 60;AD-Condutor Moto/Ônibus;784
Norte;Pará;Feminino;51 a 60;AE-Condutor Moto/Carreta;164
Norte;Pará;Feminino;51 a 60;B-Condutor Carro;35701
Norte;Pará;Feminino;51 a 60;C-Condutor Caminhão;125
Norte;Pará;Feminino;51 a 60;D-Condutor Ônibus;481
Norte;Pará;Feminino;51 a 60;E-Condutor Carreta;66
Norte;Pará;Feminino;61 a 70;A-Condutor Moto;380
Norte;Pará;Feminino;61 a 70;AB-Condutor Moto/Carro;3928
Norte;Pará;Feminino;61 a 70;AC-Condutor Moto/Caminhão;57
Norte;Pará;Feminino;61 a 70;AD-Condutor Moto/Ônibus;161
Norte;Pará;Feminino;61 a 70;AE-Condutor Moto/Carreta;54
Norte;Pará;Feminino;61 a 70;B-Condutor Carro;22504
Norte;Pará;Feminino;61 a 70;C-Condutor Caminhão;113
Norte;Pará;Feminino;61 a 70;D-Condutor Ônibus;270
Norte;Pará;Feminino;61 a 70;E-Condutor Carreta;34
Norte;Pará;Feminino;71 a 80;A-Condutor Moto;54
Norte;Pará;Feminino;71 a 80;AB-Condutor Moto/Carro;409
Norte;Pará;Feminino;71 a 80;AC-Condutor Moto/Caminhão;6
Norte;Pará;Feminino;71 a 80;AD-Condutor Moto/Ônibus;22
Norte;Pará;Feminino;71 a 80;AE-Condutor Moto/Carreta;2
Norte;Pará;Feminino;71 a 80;B-Condutor Carro;8539
Norte;Pará;Feminino;71 a 80;C-Condutor Caminhão;32
Norte;Pará;Feminino;71 a 80;D-Condutor Ônibus;38
Norte;Pará;Feminino;71 a 80;E-Condutor Carreta;7
Norte;Pará;Feminino;81 a 90;A-Condutor Moto;1
Norte;Pará;Feminino;81 a 90;AB-Condutor Moto/Carro;27
Norte;Pará;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Norte;Pará;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Norte;Pará;Feminino;81 a 90;B-Condutor Carro;2029
Norte;Pará;Feminino;81 a 90;C-Condutor Caminhão;3
Norte;Pará;Feminino;81 a 90;D-Condutor Ônibus;8
Norte;Pará;Feminino;81 a 90;E-Condutor Carreta;1
Norte;Pará;Feminino;91 a 100;AB-Condutor Moto/Carro;2
Norte;Pará;Feminino;91 a 100;B-Condutor Carro;288
Norte;Pará;Feminino;91 a 100;D-Condutor Ônibus;2
Norte;Pará;Feminino;101 a 120;B-Condutor Carro;12
Norte;Rondônia;Masculino;18 a 21;A-Condutor Moto;141
Norte;Rondônia;Masculino;18 a 21;AB-Condutor Moto/Carro;16000
Norte;Rondônia;Masculino;18 a 21;AC-Condutor Moto/Caminhão;155
Norte;Rondônia;Masculino;18 a 21;AD-Condutor Moto/Ônibus;96
Norte;Rondônia;Masculino;18 a 21;AE-Condutor Moto/Carreta;20
Norte;Rondônia;Masculino;18 a 21;B-Condutor Carro;1024
Norte;Rondônia;Masculino;18 a 21;C-Condutor Caminhão;2
Norte;Rondônia;Masculino;22 a 25;A-Condutor Moto;645
Norte;Rondônia;Masculino;22 a 25;AB-Condutor Moto/Carro;29876
Norte;Rondônia;Masculino;22 a 25;AC-Condutor Moto/Caminhão;255
Norte;Rondônia;Masculino;22 a 25;AD-Condutor Moto/Ônibus;1921
Norte;Rondônia;Masculino;22 a 25;AE-Condutor Moto/Carreta;452
Norte;Rondônia;Masculino;22 a 25;B-Condutor Carro;2173
Norte;Rondônia;Masculino;22 a 25;C-Condutor Caminhão;2
Norte;Rondônia;Masculino;22 a 25;D-Condutor Ônibus;20
Norte;Rondônia;Masculino;22 a 25;E-Condutor Carreta;1
Norte;Rondônia;Masculino;26 a 30;A-Condutor Moto;1090
Norte;Rondônia;Masculino;26 a 30;AB-Condutor Moto/Carro;42486
Norte;Rondônia;Masculino;26 a 30;AC-Condutor Moto/Caminhão;396
Norte;Rondônia;Masculino;26 a 30;AD-Condutor Moto/Ônibus;5843
Norte;Rondônia;Masculino;26 a 30;AE-Condutor Moto/Carreta;1971
Norte;Rondônia;Masculino;26 a 30;B-Condutor Carro;3108
Norte;Rondônia;Masculino;26 a 30;C-Condutor Caminhão;2
Norte;Rondônia;Masculino;26 a 30;D-Condutor Ônibus;82
Norte;Rondônia;Masculino;26 a 30;E-Condutor Carreta;23
Norte;Rondônia;Masculino;31 a 40;A-Condutor Moto;2663
Norte;Rondônia;Masculino;31 a 40;AB-Condutor Moto/Carro;80418
Norte;Rondônia;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1571
Norte;Rondônia;Masculino;31 a 40;AD-Condutor Moto/Ônibus;22272
Norte;Rondônia;Masculino;31 a 40;AE-Condutor Moto/Carreta;9109
Norte;Rondônia;Masculino;31 a 40;B-Condutor Carro;5949
Norte;Rondônia;Masculino;31 a 40;C-Condutor Caminhão;51
Norte;Rondônia;Masculino;31 a 40;D-Condutor Ônibus;389
Norte;Rondônia;Masculino;31 a 40;E-Condutor Carreta;140
Norte;Rondônia;Masculino;41 a 50;A-Condutor Moto;2983
Norte;Rondônia;Masculino;41 a 50;AB-Condutor Moto/Carro;58430
Norte;Rondônia;Masculino;41 a 50;AC-Condutor Moto/Caminhão;5153
Norte;Rondônia;Masculino;41 a 50;AD-Condutor Moto/Ônibus;18492
Norte;Rondônia;Masculino;41 a 50;AE-Condutor Moto/Carreta;9430
Norte;Rondônia;Masculino;41 a 50;B-Condutor Carro;6282
Norte;Rondônia;Masculino;41 a 50;C-Condutor Caminhão;355
Norte;Rondônia;Masculino;41 a 50;D-Condutor Ônibus;870
Norte;Rondônia;Masculino;41 a 50;E-Condutor Carreta;705
Norte;Rondônia;Masculino;51 a 60;A-Condutor Moto;2712
Norte;Rondônia;Masculino;51 a 60;AB-Condutor Moto/Carro;35429
Norte;Rondônia;Masculino;51 a 60;AC-Condutor Moto/Caminhão;8584
Norte;Rondônia;Masculino;51 a 60;AD-Condutor Moto/Ônibus;10753
Norte;Rondônia;Masculino;51 a 60;AE-Condutor Moto/Carreta;6226
Norte;Rondônia;Masculino;51 a 60;B-Condutor Carro;7730
Norte;Rondônia;Masculino;51 a 60;C-Condutor Caminhão;1850
Norte;Rondônia;Masculino;51 a 60;D-Condutor Ônibus;1676
Norte;Rondônia;Masculino;51 a 60;E-Condutor Carreta;1538
Norte;Rondônia;Masculino;61 a 70;A-Condutor Moto;1219
Norte;Rondônia;Masculino;61 a 70;AB-Condutor Moto/Carro;15294
Norte;Rondônia;Masculino;61 a 70;AC-Condutor Moto/Caminhão;4627
Norte;Rondônia;Masculino;61 a 70;AD-Condutor Moto/Ônibus;4446
Norte;Rondônia;Masculino;61 a 70;AE-Condutor Moto/Carreta;2397
Norte;Rondônia;Masculino;61 a 70;B-Condutor Carro;8812
Norte;Rondônia;Masculino;61 a 70;C-Condutor Caminhão;2832
Norte;Rondônia;Masculino;61 a 70;D-Condutor Ônibus;2529
Norte;Rondônia;Masculino;61 a 70;E-Condutor Carreta;1740
Norte;Rondônia;Masculino;61 a 70;X-Condutor Ciclomotor;1
Norte;Rondônia;Masculino;71 a 80;A-Condutor Moto;426
Norte;Rondônia;Masculino;71 a 80;AB-Condutor Moto/Carro;4606
Norte;Rondônia;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1012
Norte;Rondônia;Masculino;71 a 80;AD-Condutor Moto/Ônibus;796
Norte;Rondônia;Masculino;71 a 80;AE-Condutor Moto/Carreta;272
Norte;Rondônia;Masculino;71 a 80;B-Condutor Carro;6560
Norte;Rondônia;Masculino;71 a 80;C-Condutor Caminhão;1742
Norte;Rondônia;Masculino;71 a 80;D-Condutor Ônibus;1260
Norte;Rondônia;Masculino;71 a 80;E-Condutor Carreta;532
Norte;Rondônia;Masculino;81 a 90;A-Condutor Moto;115
Norte;Rondônia;Masculino;81 a 90;AB-Condutor Moto/Carro;763
Norte;Rondônia;Masculino;81 a 90;AC-Condutor Moto/Caminhão;219
Norte;Rondônia;Masculino;81 a 90;AD-Condutor Moto/Ônibus;112
Norte;Rondônia;Masculino;81 a 90;AE-Condutor Moto/Carreta;20
Norte;Rondônia;Masculino;81 a 90;B-Condutor Carro;2637
Norte;Rondônia;Masculino;81 a 90;C-Condutor Caminhão;821
Norte;Rondônia;Masculino;81 a 90;D-Condutor Ônibus;457
Norte;Rondônia;Masculino;81 a 90;E-Condutor Carreta;96
Norte;Rondônia;Masculino;91 a 100;A-Condutor Moto;11
Norte;Rondônia;Masculino;91 a 100;AB-Condutor Moto/Carro;76
Norte;Rondônia;Masculino;91 a 100;AC-Condutor Moto/Caminhão;26
Norte;Rondônia;Masculino;91 a 100;AD-Condutor Moto/Ônibus;11
Norte;Rondônia;Masculino;91 a 100;B-Condutor Carro;582
Norte;Rondônia;Masculino;91 a 100;C-Condutor Caminhão;225
Norte;Rondônia;Masculino;91 a 100;D-Condutor Ônibus;80
Norte;Rondônia;Masculino;91 a 100;E-Condutor Carreta;8
Norte;Rondônia;Masculino;101 a 120;AB-Condutor Moto/Carro;2
Norte;Rondônia;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Norte;Rondônia;Masculino;101 a 120;B-Condutor Carro;44
Norte;Rondônia;Masculino;101 a 120;C-Condutor Caminhão;7
Norte;Rondônia;Masculino;101 a 120;D-Condutor Ônibus;1
Norte;Rondônia;Feminino;18 a 21;A-Condutor Moto;136
Norte;Rondônia;Feminino;18 a 21;AB-Condutor Moto/Carro;8448
Norte;Rondônia;Feminino;18 a 21;AC-Condutor Moto/Caminhão;1
Norte;Rondônia;Feminino;18 a 21;AD-Condutor Moto/Ônibus;1
Norte;Rondônia;Feminino;18 a 21;B-Condutor Carro;1465
Norte;Rondônia;Feminino;22 a 25;A-Condutor Moto;603
Norte;Rondônia;Feminino;22 a 25;AB-Condutor Moto/Carro;18183
Norte;Rondônia;Feminino;22 a 25;AC-Condutor Moto/Caminhão;10
Norte;Rondônia;Feminino;22 a 25;AD-Condutor Moto/Ônibus;49
Norte;Rondônia;Feminino;22 a 25;AE-Condutor Moto/Carreta;4
Norte;Rondônia;Feminino;22 a 25;B-Condutor Carro;3351
Norte;Rondônia;Feminino;26 a 30;A-Condutor Moto;1264
Norte;Rondônia;Feminino;26 a 30;AB-Condutor Moto/Carro;30907
Norte;Rondônia;Feminino;26 a 30;AC-Condutor Moto/Caminhão;10
Norte;Rondônia;Feminino;26 a 30;AD-Condutor Moto/Ônibus;198
Norte;Rondônia;Feminino;26 a 30;AE-Condutor Moto/Carreta;32
Norte;Rondônia;Feminino;26 a 30;B-Condutor Carro;5381
Norte;Rondônia;Feminino;26 a 30;D-Condutor Ônibus;6
Norte;Rondônia;Feminino;31 a 40;A-Condutor Moto;4088
Norte;Rondônia;Feminino;31 a 40;AB-Condutor Moto/Carro;67140
Norte;Rondônia;Feminino;31 a 40;AC-Condutor Moto/Caminhão;57
Norte;Rondônia;Feminino;31 a 40;AD-Condutor Moto/Ônibus;780
Norte;Rondônia;Feminino;31 a 40;AE-Condutor Moto/Carreta;121
Norte;Rondônia;Feminino;31 a 40;B-Condutor Carro;12223
Norte;Rondônia;Feminino;31 a 40;C-Condutor Caminhão;1
Norte;Rondônia;Feminino;31 a 40;D-Condutor Ônibus;34
Norte;Rondônia;Feminino;31 a 40;E-Condutor Carreta;2
Norte;Rondônia;Feminino;41 a 50;A-Condutor Moto;4479
Norte;Rondônia;Feminino;41 a 50;AB-Condutor Moto/Carro;42275
Norte;Rondônia;Feminino;41 a 50;AC-Condutor Moto/Caminhão;153
Norte;Rondônia;Feminino;41 a 50;AD-Condutor Moto/Ônibus;651
Norte;Rondônia;Feminino;41 a 50;AE-Condutor Moto/Carreta;128
Norte;Rondônia;Feminino;41 a 50;B-Condutor Carro;13774
Norte;Rondônia;Feminino;41 a 50;C-Condutor Caminhão;16
Norte;Rondônia;Feminino;41 a 50;D-Condutor Ônibus;93
Norte;Rondônia;Feminino;41 a 50;E-Condutor Carreta;6
Norte;Rondônia;Feminino;51 a 60;A-Condutor Moto;2308
Norte;Rondônia;Feminino;51 a 60;AB-Condutor Moto/Carro;16380
Norte;Rondônia;Feminino;51 a 60;AC-Condutor Moto/Caminhão;229
Norte;Rondônia;Feminino;51 a 60;AD-Condutor Moto/Ônibus;207
Norte;Rondônia;Feminino;51 a 60;AE-Condutor Moto/Carreta;69
Norte;Rondônia;Feminino;51 a 60;B-Condutor Carro;13448
Norte;Rondônia;Feminino;51 a 60;C-Condutor Caminhão;95
Norte;Rondônia;Feminino;51 a 60;D-Condutor Ônibus;71
Norte;Rondônia;Feminino;51 a 60;E-Condutor Carreta;18
Norte;Rondônia;Feminino;61 a 70;A-Condutor Moto;542
Norte;Rondônia;Feminino;61 a 70;AB-Condutor Moto/Carro;3332
Norte;Rondônia;Feminino;61 a 70;AC-Condutor Moto/Caminhão;80
Norte;Rondônia;Feminino;61 a 70;AD-Condutor Moto/Ônibus;49
Norte;Rondônia;Feminino;61 a 70;AE-Condutor Moto/Carreta;9
Norte;Rondônia;Feminino;61 a 70;B-Condutor Carro;8738
Norte;Rondônia;Feminino;61 a 70;C-Condutor Caminhão;82
Norte;Rondônia;Feminino;61 a 70;D-Condutor Ônibus;58
Norte;Rondônia;Feminino;61 a 70;E-Condutor Carreta;8
Norte;Rondônia;Feminino;71 a 80;A-Condutor Moto;49
Norte;Rondônia;Feminino;71 a 80;AB-Condutor Moto/Carro;314
Norte;Rondônia;Feminino;71 a 80;AC-Condutor Moto/Caminhão;11
Norte;Rondônia;Feminino;71 a 80;AD-Condutor Moto/Ônibus;5
Norte;Rondônia;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Norte;Rondônia;Feminino;71 a 80;B-Condutor Carro;2221
Norte;Rondônia;Feminino;71 a 80;C-Condutor Caminhão;16
Norte;Rondônia;Feminino;71 a 80;D-Condutor Ônibus;5
Norte;Rondônia;Feminino;71 a 80;E-Condutor Carreta;2
Norte;Rondônia;Feminino;81 a 90;A-Condutor Moto;3
Norte;Rondônia;Feminino;81 a 90;AB-Condutor Moto/Carro;13
Norte;Rondônia;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Norte;Rondônia;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Norte;Rondônia;Feminino;81 a 90;B-Condutor Carro;356
Norte;Rondônia;Feminino;81 a 90;C-Condutor Caminhão;5
Norte;Rondônia;Feminino;91 a 100;B-Condutor Carro;21
Norte;Rondônia;Feminino;101 a 120;B-Condutor Carro;2
Norte;Roraima;Masculino;18 a 21;A-Condutor Moto;73
